Col1,Col2,Col3,Col4,Col5,Col6,Col7
Word16 Word17 Word18 Word7,WT198,540.0,Word132 Word255,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,3105,898.8,Word330 Word99 Word764 Word61,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80P+11,2400.0,Word132 Word1183 Word642,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64832,315.0,Word1877 Word679,2017-12-01,Word563 Word580 Word581 Word232,NoDoc
Word42 Word43 Word5,8049,1667.5,Word562 Word1327 Word190,2018-05-31,Word563 Word580 Word581 Word232,NoDoc
Word42 Word43 Word5,8312,6000.0,Word1236 Word773 Word774,2018-08-31,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,BC843,7560.0,Word1497 Word784 Word785,2018-07-31,Word567 Word568 Word569 Word570,Doc1
Word54 Word3 Word4,NWQ49440,572.0,,2018-01-01,Word563 Word629 Word581 Word232,NoDoc
Word38 Word4 Word39,41492506,4223.0,Word1021 Word1386 Word659,2018-05-31,Word563 Word121 Word579,NoDoc
Word212 Word213 Word214 Word125 Word119 Word39,76335,237.5,Word1018 Word190,2018-06-30,Word613 Word99 Word614 Word366 Word562,Doc2
Word96 Word3 Word4 Word5,80314,270.0,Word132 Word255,2018-06-30,Word563 Word132 Word610,NoDoc
Word113 Word114 Word115 Word7,144861,807.5,Word578 Word791,2018-04-30,Word560 Word561 Word366 Word562,Doc1
Word272 Word29 Word5,YZ-2017122,734.0,Word706,2018-02-01,Word739 Word706,NoDoc
Word44 Word45 Word46,201811-00046,8799523.59,Word807 Word808 Word46,2018-12-31,Word563 Word366 Word562,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80P+11,1006.2,Word61,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word3 Word7,71314,216.0,Word1482 Word1122 Word679,2018-10-31,Word563 Word366 Word562,NoDoc
Word16 Word17 Word18 Word7,CL1095,2520.0,Word884 Word784 Word785,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,1813,140.4,Word785 Word330 Word99 Word26,2017-12-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,3109,1293.0,,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word74 Word75 Word44 Word5,PPA00128,269111.58,Word840 Word841 Word842 Word843,2016-10-01,Word563 Word600 Word601 Word602,NoDoc
Word223 Word60 Word65 Word4 Word7,3708,650.0,Word99 Word1330 Word1823,2018-09-30,Word560 Word561 Word593 Word578 Word65,Doc1
Word16 Word17 Word18 Word7,BN1183,1260.0,Word785 Word60 Word99 Word764 Word26,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word76 Word77 Word5,52025857,11200.0,Word846 Word791 Word45 Word847,2018-02-01,Word560 Word561 Word107,Doc1
Word212 Word213 Word214 Word125 Word119 Word39,74211,170.0,Word1018 Word190 Word1403,2018-01-01,Word563 Word608 Word609,NoDoc
Word153 Word154 Word109 Word155 Word31,040218OKGPKHONVMJSMPH,11846.58,Word927,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word96 Word3 Word4 Word5,90006,200.0,Word123 Word190,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word106 Word107 Word7,81905-12,2875.0,Word1097 Word791,2018-03-01,Word588 Word451 Word545,Doc1
Word54 Word3 Word4,EGB52390,862.5,,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80U+11,167.7,Word929,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word3 Word7,70884,1200.0,Word562,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word101 Word102 Word103 Word7,112949,71500.0,Word861 Word1130 Word931 Word656,2018-07-31,Word588 Word568 Word451 Word545,Doc1
Word16 Word17 Word18 Word7,GT559,600.0,Word255 Word791,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64823,210.0,Word944 Word945,2017-12-01,Word563 Word580 Word581 Word232,NoDoc
Word38 Word4 Word39,41507020,22000.0,Word1171 Word1107 Word794 Word659 Word1295,2018-07-31,Word563 Word121 Word579,NoDoc
Word16 Word17 Word18 Word7,YO2044,1260.0,Word1379 Word785,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word54 Word3 Word4,CUY66934,297.5,Word123 Word190,2018-10-31,Word563 Word132 Word610,NoDoc
Word40 Word41 Word4 Word5,2224,4150.0,Word802 Word278,2018-09-30,Word567 Word582 Word366 Word562,Doc1
Word16 Word17 Word18 Word7,RI106,180.0,Word1498 Word9,2018-05-31,Word563 Word580 Word581 Word232,NoDoc
Word1 Word2 Word3 Word4 Word5,44914282,5850.0,Word794 Word1716,2018-10-31,Word52 Word330 Word566,NoDoc
Word33 Word34 Word35 Word7,108644-1230,6079.32,Word562,2018-09-30,Word563 Word366 Word56 Word4,NoDoc
Word16 Word17 Word18 Word7,HQ116,135.0,Word255 Word791,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64624,210.0,Word1326 Word805 Word1375,2017-12-01,Word563 Word580 Word581 Word232,NoDoc
Word38 Word4 Word39,41519431,22000.0,Word1171 Word1107 Word794 Word659 Word1200,2018-10-31,Word563 Word121 Word579,NoDoc
Word16 Word17 Word18 Word7,VN593,200.0,Word783 Word784 Word785,2018-07-31,Word567 Word568 Word569 Word570,Doc1
Word210 Word211 Word5,2209,1286.9,Word1017 Word190 Word562,2018-08-31,Word563 Word615 Word211,NoDoc
Word70 Word47 Word71 Word72 Word7,282102,12485.51,Word909 Word830 Word45 Word808,2018-02-01,Word563 Word598 Word71,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80F+11,60.0,Word783 Word784 Word568,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word62 Word63 Word18 Word7,213281P,400.0,Word1100 Word330 Word99 Word1072,2018-03-01,Word563 Word132 Word610,NoDoc
Word59 Word60 Word61 Word5,847,54.0,Word780 Word783 Word784 Word826,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word341 Word181 Word7,UJEJECKU101918,15074.07,Word1344 Word1077,2018-10-31,Word571 Word52 Word639 Word579,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80P+11,108.0,Word330 Word99 Word26,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word160 Word161 Word61 Word45 Word39,1214-7,1470.0,Word61,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word73 Word4 Word5,1804165,194.01,Word633 Word115,2018-07-31,Word563 Word615 Word211,NoDoc
Word16 Word17 Word18 Word7,4613,1396.8,Word959 Word784 Word785,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word96 Word3 Word4 Word5,64186,180.0,Word132 Word255,2018-02-01,Word563 Word132 Word610,NoDoc
Word179 Word180 Word181 Word182,UOKIL080118,44473.31,Word330 Word1004 Word1005 Word980 Word45 Word981 Word808,2018-08-31,Word571 Word52 Word646 Word633 Word579,NoDoc
Word33 Word34 Word35 Word7,108644-629,6652.8,Word562,2018-02-01,Word563 Word366 Word562,NoDoc
Word300 Word258 Word301 Word302 Word303,GEGJIU111318X,250.0,Word1222 Word745,2018-11-30,Word563 Word646 Word609,NoDoc
Word505 Word506 Word128,SV0132190190,10110.0,Word1925 Word1926 Word1927 Word2060,2018-12-31,Word571 Word52 Word743 Word21 Word744 Word745,NoDoc
Word33 Word34 Word35 Word7,108644-1438,2795.79,Word229 Word1324,2018-11-30,Word563 Word366 Word56 Word4,NoDoc
Word186 Word4 Word5,10069,47500.0,Word580 Word1260 Word791,2018-07-31,Word52 Word330 Word566,NoDoc
Word179 Word180 Word181 Word182,ACDCH080118,44473.31,Word330 Word1004 Word1005 Word980 Word45 Word981 Word808,2018-08-31,Word571 Word52 Word457 Word635 Word232,NoDoc
Word16 Word17 Word18 Word7,3031,982.8,Word785 Word330 Word99 Word764 Word61,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word113 Word114 Word115 Word7,147668,2507.5,Word578 Word791,2018-07-31,Word560 Word561 Word709 Word710 Word338 Word678 Word711,Doc1
Word96 Word3 Word4 Word5,63334,750.0,Word797 Word809 Word9,2018-01-01,Word613 Word99 Word614 Word644 Word751,Doc2
Word83 Word84 Word44 Word7,21418-3-1,2017.31,Word850 Word853,2018-06-30,Word563 Word366 Word562,NoDoc
Word16 Word17 Word3 Word7,71359,540.0,Word837 Word1623 Word1599,2018-10-31,Word563 Word366 Word562,NoDoc
Word16 Word17 Word18 Word7,3980,1239.6,Word783 Word784 Word785,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word413 Word292 Word4 Word5,31857,225.0,Word292 Word791,2018-04-01,Word565 Word566,NoDoc
Word205 Word206 Word207 Word39,19057,1096.84,Word681 Word1888,2018-02-01,Word571 Word52 Word372 Word579,NoDoc
Word162 Word7,IAW29AQH18,11200.0,Word582 Word908,2018-08-31,Word567 Word582 Word107,Doc1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64800,157.52,Word1258 Word945,2017-12-01,Word563 Word580 Word581 Word232,NoDoc
Word8 Word9 Word10 Word11 Word5,480-9293-020,312.0,Word1102 Word784 Word785,2018-03-01,Word567 Word569 Word570,Doc1
Word116 Word117 Word118 Word119 Word7,145161,1374.52,Word51 Word985 Word562,2018-03-01,Word563 Word580 Word581 Word232,NoDoc
Word33 Word34 Word35 Word7,108644-1352,6731.82,Word1619 Word602 Word694 Word160 Word694 Word1463,2018-10-31,Word563 Word366 Word56 Word4,NoDoc
Word47 Word3 Word4 Word39,2018012956,339.5,Word123 Word190,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word50 Word51 Word4 Word5,1610,2975.0,Word202 Word757 Word201,2018-11-30,Word567 Word582 Word580 Word202 Word545,Doc1
Word44 Word45 Word46,201811-00046,8799523.59,Word807 Word808 Word46,2018-12-31,Word563 Word564 Word9 Word26,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80I+11,5108.4,Word2105 Word784 Word978 Word884 Word330,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word74 Word75 Word44 Word5,KWK00128,-269111.58,Word840 Word841 Word842 Word843,2018-03-01,Word563 Word600 Word601 Word602,NoDoc
Word44 Word45 Word46,201806-00045,2829197.98,Word845 Word835 Word46,2018-07-31,Word560 Word561 Word620 Word202 Word592,Doc1
Word140 Word3 Word34,30001,18090.0,Word13 Word794,2018-10-31,Word52 Word330 Word566,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64759,52.52,Word562 Word1569 Word789 Word1386,2017-12-01,Word563 Word580 Word581 Word232,NoDoc
Word277 Word278 Word23 Word44,53577,1997.5,Word562,2018-04-30,Word613 Word99 Word614 Word693 Word319,Doc2
Word30 Word31,646207,117.0,Word826 Word780,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word134 Word214 Word4 Word5,0075578-DY,1695.0,Word578,2018-01-01,Word563 Word580 Word581 Word232,NoDoc
Word273 Word61,504,214.5,Word61,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word186 Word4 Word5,10060,7700.0,Word1954 Word1469,2018-08-31,Word52 Word330 Word566,NoDoc
Word47 Word339 Word229 Word340 Word7,17-20402,43.7,Word1340 Word745 Word1019 Word1020,2018-01-01,Word563 Word598 Word71,NoDoc
Word55 Word56 Word57 Word5,52512,30390.95,Word56 Word791,2018-06-30,Word560 Word561 Word716 Word717 Word718,Doc1
Word38 Word4 Word39,41509482,3862.5,Word792 Word1022 Word659,2018-07-31,Word563 Word121 Word579,NoDoc
Word139 Word3 Word4 Word7,15917,32995.59,Word1554 Word214 Word654,2018-06-30,Word576 Word589 Word590 Word591 Word592,Doc3
Word156 Word157 Word7,1719745CLXE,43.3,Word957 Word319,2018-10-31,Word563 Word366 Word562,NoDoc
Word44 Word45 Word46,201805-00053-YJ0,2570126.23,Word834 Word835 Word46,2018-06-30,Word563 Word660,NoDoc
Word33 Word34 Word35 Word7,108644-1385,3503.94,Word602 Word52 Word694 Word160 Word694 Word1094,2018-10-31,Word563 Word366 Word56 Word4,NoDoc
Word113 Word114 Word115 Word7,141474,14250.0,Word578 Word791,2018-01-01,Word560 Word561 Word612,Doc1
Word33 Word34 Word35 Word7,108644-1348,339.12,Word353 Word1781,2018-10-31,Word563 Word366 Word56 Word4,NoDoc
Word42 Word43 Word5,8519,380.0,Word1283 Word1284,2018-10-31,Word563 Word366 Word562,NoDoc
Word41 Word125 Word34 Word5,231,9120.0,Word278 Word772 Word602 Word889,2018-02-01,Word567 Word582 Word583 Word584 Word585 Word586,Doc1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,65742,630.0,Word562,2018-03-01,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,GL470,400.0,Word330 Word99 Word764 Word780,2018-06-30,Word567 Word568 Word569 Word570,Doc1
Word219 Word220 Word34 Word5,1021,36420.8,Word846 Word991 Word695 Word45 Word981 Word808,2018-06-30,Word563 Word220,NoDoc
Word96 Word3 Word4 Word5,57575,360.0,Word305 Word132 Word190,2017-12-01,Word563 Word132 Word610,NoDoc
Word246 Word247 Word248 Word128,484703,74876.43,Word890 Word1976 Word1977,2018-08-31,Word571 Word52 Word618 Word619 Word13,NoDoc
Word32 Word3 Word4 Word7,2140001027,19375.0,Word788 Word789 Word790,2018-05-31,Word560 Word561 Word551 Word4,Doc1
Word38 Word4 Word39,41524465,3500.0,Word121 Word836,2018-09-30,Word563 Word121 Word579,NoDoc
Word6 Word7,10495Z,1125.0,Word511 Word1145,2018-06-30,Word567 Word582 Word366 Word562,Doc1
Word96 Word3 Word4 Word5,72349,720.0,Word797 Word190,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word111 Word112 Word91 Word107 Word7,27062,11946.0,Word846 Word791,2018-05-31,Word567 Word582 Word107,Doc1
Word42 Word43 Word5,8503,380.0,Word1283 Word1284,2018-11-30,Word560 Word611 Word603 Word604 Word605 Word606,Doc1
Word108 Word109 Word45 Word5,1152,55318.5,Word826 Word780,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,DO1699,3780.0,Word1414 Word785,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,3176,1221.4,Word785 Word330 Word99 Word764 Word26,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80J+11,94.6,Word1409 Word784 Word785,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word48 Word3 Word4 Word5,CQ20183488,52.0,Word61,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,PI502,2800.0,Word785 Word330 Word99 Word764 Word26,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,3132,1203.0,Word785 Word330 Word99 Word764 Word61,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80T+11,51.6,Word330 Word99 Word764 Word26,2018-06-30,Word567 Word568 Word569 Word570,Doc1
Word8 Word9 Word10 Word11 Word5,4809930014,114.0,Word2083 Word784 Word785,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,EF1837,1260.0,Word338 Word1215 Word764 Word26,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word113 Word114 Word115 Word7,141722,807.5,Word578 Word791,2018-02-01,Word560 Word561 Word612,Doc1
Word286 Word287 Word288 Word39,51218042719,13175.0,Word1695 Word26,2018-06-30,Word560 Word561 Word612,Doc1
Word116 Word117 Word118 Word119 Word7,152764,576.0,Word51 Word791 Word562,2018-06-30,Word563 Word580 Word581 Word232,NoDoc
Word177 Word178 Word147 Word7,237OBB,3290.0,Word820 Word802 Word1804,2018-07-31,Word576 Word705 Word706,Doc3
Word8 Word9 Word10 Word11 Word5,4.80U+11,45.0,Word2049 Word776,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80U+11,34.4,Word564 Word9 Word26,2017-12-01,Word563 Word564 Word9 Word26,NoDoc
Word48 Word3 Word4 Word5,FO20182357,420.0,Word132 Word878 Word642,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word19 Word20 Word21 Word22 Word23 Word5,16419,28.32,Word812,2018-08-31,Word576 Word115 Word575,Doc3
Word16 Word17 Word18 Word7,3375,410.4,Word783 Word784 Word785,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,3141,1304.4,Word924 Word784 Word785,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word96 Word3 Word4 Word5,88357,900.0,Word123 Word190,2018-08-31,Word563 Word132 Word610,NoDoc
Word96 Word3 Word4 Word5,62007,300.0,Word305 Word132 Word190,2018-01-01,Word563 Word608 Word609,NoDoc
Word80 Word3 Word4,M150240,65671.29,Word592 Word562,2018-10-31,Word567 Word568 Word569 Word295,Doc1
Word33 Word34 Word35 Word7,108644-923,3715.14,Word59 Word2035 Word699 Word980 Word699 Word716,2018-05-31,Word563 Word366 Word56 Word4,NoDoc
Word101 Word102 Word103 Word7,111361,10327.4,Word562 Word1388,2018-04-01,Word576 Word366 Word562,Doc3
Word101 Word102 Word103 Word7,111035,3300.0,Word115,2018-02-01,Word565 Word566,NoDoc
Word33 Word34 Word35 Word7,108644-1044,4557.96,Word562,2018-07-31,Word563 Word366 Word56 Word4,NoDoc
Word16 Word17 Word18 Word7,2848,304.2,,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word96 Word3 Word4 Word5,75515,7740.0,Word123 Word190,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word263 Word264 Word61 Word5,HI-2479,625.05,Word599 Word191,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word19 Word20 Word21 Word22 Word23 Word5,13320,777.27,Word868,2018-03-01,Word563 Word575,NoDoc
Word30 Word31,647020,731.5,Word123 Word190,2018-03-01,Word563 Word132 Word610,NoDoc
Word376 Word377 Word44,100057881,16120.0,Word13 Word4,2018-02-01,Word567 Word582 Word107,Doc1
Word42 Word43 Word5,7868,870.0,Word804 Word805 Word806,2018-04-01,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,OS110,360.0,Word1013,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,6999,961.2,Word959 Word784 Word785,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word19 Word20 Word21 Word22 Word23 Word5,16312,82.5,Word1655 Word1655 Word1656,2018-07-31,Word563 Word575,NoDoc
Word16 Word17 Word18 Word7,TX1661,5040.0,Word1803 Word784 Word764 Word26,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80W+11,125.0,Word1660 Word577 Word877,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word6 Word7,10660,520.0,Word780 Word1206 Word806 Word1316,2018-08-31,Word560 Word561 Word580 Word202 Word545,Doc1
Word299 Word237 Word7,31670,31287.5,Word949 Word991 Word700 Word909 Word808 Word808,2018-03-01,Word571 Word52 Word657 Word646 Word13,NoDoc
Word240 Word276 Word3 Word4 Word5,4873,77000.0,Word1717 Word1869,2018-03-01,Word560 Word611 Word603 Word604 Word605 Word606,Doc1
Word186 Word4 Word5,10905,12200.0,Word1432 Word1469,2018-08-31,Word560 Word561 Word685 Word686 Word687 Word688,Doc1
Word273 Word61,504,214.5,Word61,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word36 Word37 Word29,2308646,1172.52,Word909 Word2067 Word2068,2018-11-30,Word52 Word330 Word566,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,65805,315.0,Word899 Word605,2018-03-01,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,3534,1383.0,Word61,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word25 Word26,072518-11,52.0,Word9 Word785,2018-09-30,Word560 Word561 Word366 Word562,Doc1
Word16 Word17 Word18 Word7,6988,320.4,Word783 Word784 Word785,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word284,8075,1155.0,Word900 Word805 Word806,2018-06-30,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,2193,140.4,,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80Q+11,2210.0,Word829 Word784 Word785,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word30 Word31,660915,48.0,Word826 Word780,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,4563,1219.2,Word885 Word784 Word785,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,PA1276,9446.0,Word787 Word784 Word785,2018-09-30,Word567 Word568 Word569 Word570,Doc1
Word111 Word112 Word91 Word107 Word7,27003,12138.0,Word846 Word791 Word45 Word981 Word700 Word699,2018-02-01,Word567 Word582 Word107,Doc1
Word3 Word230 Word118 Word13 Word5,13149,21080.0,Word13 Word1086 Word1094 Word1086 Word1074,2018-10-31,Word567 Word582 Word107,Doc1
Word30 Word31,662051,2082.5,Word785 Word9,2018-06-30,Word560 Word611 Word603 Word604 Word605 Word606,Doc1
Word16 Word17 Word18 Word7,3056,432.0,Word785 Word330 Word99 Word764 Word61,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,5165,961.2,Word959 Word784 Word785,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word19 Word20 Word21 Word22 Word23 Word5,18395,97.79,Word575,2018-09-30,Word563 Word575,NoDoc
Word16 Word17 Word18 Word7,BG666,1260.0,Word785 Word330 Word99 Word764 Word780,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word286 Word287 Word288 Word39,51418081448,3469.0,Word132 Word1183 Word1184,2018-10-31,Word560 Word561 Word612,Doc1
Word6 Word7,10607,925.0,Word1762 Word1852 Word1145,2018-08-31,Word560 Word611 Word603 Word604 Word605 Word606,Doc1
Word19 Word20 Word21 Word22 Word23 Word5,13240,122.08,Word1707 Word2119,2018-03-01,Word563 Word575,NoDoc
Word16 Word17 Word18 Word7,4424,1080.9,Word1348 Word784 Word785,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,2958,944.4,Word785 Word61,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word30 Word31,646206,234.0,Word61,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,BI1989,1080.0,Word1033 Word785,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word30 Word31,660098,240.0,Word61,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word110 Word22 Word4 Word5,JD51-24462,255.0,Word1286 Word826 Word764 Word61,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word30 Word31,678837,240.0,Word826 Word780,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word137 Word138 Word7,VESB5868,1680.0,Word905 Word794,2018-08-31,Word563 Word359,NoDoc
Word16 Word17 Word18 Word7,2820,280.8,,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word113 Word114 Word115 Word7,153915,21720.0,Word874 Word875 Word99 Word602,2018-11-30,Word560 Word561 Word366 Word562,Doc1
Word16 Word17 Word18 Word7,KB1984,900.0,Word934 Word784 Word165 Word779 Word99,2018-11-30,Word52 Word330 Word566,NoDoc
Word33 Word34 Word35 Word7,108644-715,6817.2,Word154 Word1714 Word45 Word1190 Word700 Word694,2018-03-01,Word563 Word366 Word562,NoDoc
Word113 Word114 Word115 Word7,149862,5951.25,Word578 Word991,2018-08-31,Word288 Word626 Word627,NoDoc
Word534 Word397 Word5,113028,17120.0,Word2036 Word351,2018-06-30,Word567 Word582 Word583 Word584 Word585 Word586,Doc1
Word55 Word56 Word57 Word5,68173,13344.7,Word1740 Word1741 Word193,2018-11-30,Word52 Word330 Word566,NoDoc
Word208 Word209 Word155 Word7,K42936,2003.0,Word170 Word287 Word156 Word798,2018-05-31,Word567 Word568 Word569 Word570,Doc1
Word109 Word61 Word7,172,65.0,Word338 Word1159 Word9,2018-04-30,Word567 Word9 Word255,Doc1
Word38 Word4 Word39,41484365,4223.0,Word792 Word1173 Word985 Word659,2018-03-01,Word563 Word121 Word579,NoDoc
Word16 Word17 Word18 Word7,SC1600,5040.0,Word826 Word785,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
